scrambleMode,nodeMode,matrixMode,lastStep,matrixSize,numBytesIn,numBytesOut,Loading Key,Loading Scrambled Data,Descrambling,Outputting Descrambled Data
scrambling,byte,hashed,Done,11984,11984,10351,33,3,947,3
scrambling,bit,array,Done,88208,11026,10351,256,7,7947,43
scrambling,byte,linked,Done,11984,11984,10401,73,1,189,12
scrambling,bit,array,Done,89096,11137,10401,268,8,8331,43
scrambling,byte,linked,Done,11984,11984,10401,32,1,197,11
scrambling,bit,hashed,Done,89376,11172,10401,261,44,45012,85
scrambling,byte,array,Done,11990,11990,10401,32,1,302,2
scrambling,bit,array,Done,87616,10952,10401,450,31,7929,45
scrambling,byte,linked,Done,12099,12099,10451,32,2,197,12
scrambling,bit,array,Done,88200,11025,10451,261,8,8000,45
scrambling,byte,linked,Done,12091,12091,10451,33,1,201,12
scrambling,bit,array,Done,89096,11137,10451,287,8,8329,46
scrambling,byte,hashed,Done,12100,12100,10451,32,3,1010,3
scrambling,bit,array,Done,88208,11026,10451,232,7,8187,46
scrambling,byte,hashed,Done,12099,12099,10501,36,3,979,3
scrambling,bit,linked,Done,88504,11063,10501,271,11,7207,791
scrambling,byte,hashed,Done,12099,12099,10501,31,3,1095,3
scrambling,bit,linked,Done,89096,11137,10501,283,12,7294,632
scrambling,byte,array,Done,12096,12096,10501,48,1,290,2
scrambling,bit,linked,Done,90288,11286,10501,252,11,7873,639
scrambling,byte,array,Done,12198,12198,10551,53,2,291,2
scrambling,bit,array,Done,89400,11175,10551,294,7,8192,44
scrambling,byte,hashed,Done,12210,12210,10551,32,3,1037,3
scrambling,bit,hashed,Done,92112,11514,10551,270,45,47750,86
scrambling,byte,hashed,Done,12204,12204,10551,73,3,1019,3
scrambling,bit,linked,Done,89400,11175,10551,249,10,7298,627
scrambling,byte,array,Done,12210,12210,10601,36,2,290,2
scrambling,bit,array,Done,92112,11514,10601,278,8,8718,47
scrambling,byte,hashed,Done,12204,12204,10601,32,3,1029,3
scrambling,bit,hashed,Done,89400,11175,10601,259,43,46035,83
scrambling,byte,hashed,Done,12208,12208,10601,32,4,981,3
scrambling,bit,linked,Done,90896,11362,10601,291,11,7520,648
scrambling,byte,hashed,Done,12317,12317,10651,78,3,1067,3
scrambling,bit,array,Done,90600,11325,10651,274,8,8667,47
scrambling,byte,hashed,Done,12305,12305,10651,45,3,1064,3
scrambling,bit,array,Done,90896,11362,10651,253,8,8514,45
scrambling,byte,linked,Done,12320,12320,10651,48,2,203,13
scrambling,bit,array,Done,90592,11324,10651,253,8,8553,46
scrambling,byte,linked,Done,12321,12321,10701,74,2,196,13
scrambling,bit,array,Done,90600,11325,10701,303,8,8480,51
scrambling,byte,array,Done,12312,12312,10701,33,2,295,2
scrambling,bit,linked,Done,90600,11325,10701,259,10,7535,682
scrambling,byte,linked,Done,12305,12305,10701,33,1,206,13
scrambling,bit,array,Done,90600,11325,10701,251,8,8632,45
scrambling,byte,hashed,Done,12430,12430,10751,43,4,1053,3
scrambling,bit,hashed,Done,91200,11400,10751,286,46,47620,89
scrambling,byte,array,Done,12432,12432,10751,33,1,300,2
scrambling,bit,array,Done,90592,11324,10751,254,8,8715,45
scrambling,byte,array,Done,12430,12430,10751,76,2,307,2
scrambling,bit,hashed,Done,91200,11400,10751,261,44,47301,90
scrambling,byte,linked,Done,12432,12432,10801,38,1,206,13
scrambling,bit,array,Done,91200,11400,10801,484,22,8387,46
scrambling,byte,array,Done,12426,12426,10801,33,2,321,2
scrambling,bit,array,Done,91800,11475,10801,266,8,8726,47
scrambling,byte,array,Done,12412,12412,10801,33,2,299,3
scrambling,bit,hashed,Done,91808,11476,10801,271,44,48298,87
scrambling,byte,linked,Done,12540,12540,10851,72,1,208,13
scrambling,bit,array,Done,91504,11438,10851,265,24,8597,46
scrambling,byte,array,Done,12528,12528,10851,32,2,307,3
scrambling,bit,array,Done,91808,11476,10851,266,7,8583,46
scrambling,byte,array,Done,12544,12544,10851,32,2,305,3
scrambling,bit,array,Done,93328,11666,10851,264,8,9026,46
scrambling,byte,array,Done,12528,12528,10901,41,2,300,3
scrambling,bit,array,Done,93632,11704,10901,482,24,8845,48
scrambling,byte,array,Done,12543,12543,10901,34,1,322,2
scrambling,bit,array,Done,91808,11476,10901,260,8,8736,46
scrambling,byte,linked,Done,12543,12543,10901,33,1,209,13
scrambling,bit,linked,Done,91808,11476,10901,254,11,7717,716
scrambling,byte,hashed,Done,12650,12650,10951,49,4,1103,4
scrambling,bit,hashed,Done,92112,11514,10951,281,59,46000,88
scrambling,byte,linked,Done,12644,12644,10951,61,2,213,14
scrambling,bit,array,Done,93328,11666,10951,264,8,8939,47
scrambling,byte,array,Done,12650,12650,10951,33,1,304,2
scrambling,bit,linked,Done,93328,11666,10951,273,11,8267,718
scrambling,byte,hashed,Done,12650,12650,11001,72,4,1042,3
scrambling,bit,hashed,Done,94544,11818,11001,282,46,50717,98
scrambling,byte,array,Done,12654,12654,11001,38,1,309,2
scrambling,bit,linked,Done,92720,11590,11001,272,11,8084,854
scrambling,byte,linked,Done,12650,12650,11001,35,2,255,17
scrambling,bit,array,Done,92720,11590,11001,259,8,8826,47
scrambling,byte,hashed,Done,12768,12768,11051,35,3,1080,4
scrambling,bit,array,Done,94248,11781,11051,277,8,9056,47
scrambling,byte,hashed,Done,12768,12768,11051,33,4,1087,5
scrambling,bit,linked,Done,93328,11666,11051,267,11,7976,714
scrambling,byte,hashed,Done,12765,12765,11051,34,4,1062,3
scrambling,bit,array,Done,93024,11628,11051,514,8,8860,49
scrambling,byte,hashed,Done,12769,12769,11101,34,3,1060,3
scrambling,bit,array,Done,94864,11858,11101,281,8,9243,48
scrambling,byte,hashed,Done,12760,12760,11101,54,24,1099,4
scrambling,bit,array,Done,94248,11781,11101,271,8,9185,50
scrambling,byte,hashed,Done,12768,12768,11101,49,3,1085,4
scrambling,bit,array,Done,95160,11895,11101,269,8,9705,51
scrambling,byte,array,Done,12880,12880,11151,38,2,324,2
scrambling,bit,array,Done,94248,11781,11151,286,8,9120,48
scrambling,byte,linked,Done,12876,12876,11151,33,1,231,13
scrambling,bit,array,Done,95784,11973,11151,309,8,9424,48
scrambling,byte,array,Done,12882,12882,11151,89,2,314,3
scrambling,bit,hashed,Done,94248,11781,11151,482,47,50359,97
scrambling,byte,linked,Done,12876,12876,11201,42,2,223,13
scrambling,bit,array,Done,95472,11934,11201,275,8,9240,48
scrambling,byte,hashed,Done,12876,12876,11201,34,4,1110,3
scrambling,bit,array,Done,95480,11935,11201,272,8,9226,48
scrambling,byte,array,Done,12882,12882,11201,34,2,312,2
scrambling,bit,array,Done,94248,11781,11201,284,8,9302,49
scrambling,byte,array,Done,12995,12995,11251,54,2,316,3
scrambling,bit,linked,Done,95480,11935,11251,284,11,8311,762
scrambling,byte,array,Done,12995,12995,11251,34,1,322,2
scrambling,bit,hashed,Done,95160,11895,11251,328,48,52176,95
scrambling,byte,linked,Done,12995,12995,11251,76,2,221,14
scrambling,bit,array,Done,95160,11895,11251,286,8,9124,49
scrambling,byte,linked,Done,12992,12992,11301,41,2,262,17
scrambling,bit,linked,Done,96408,12051,11301,291,12,8537,751
scrambling,byte,array,Done,12992,12992,11301,34,2,343,3
scrambling,bit,array,Done,95784,11973,11301,271,8,9390,48
scrambling,byte,array,Done,12995,12995,11301,76,1,351,3
scrambling,bit,array,Done,95480,11935,11301,263,8,9257,50
scrambling,byte,array,Done,13110,13110,11351,54,2,346,3
scrambling,bit,array,Done,96096,12012,11351,293,9,9429,50
scrambling,byte,array,Done,13104,13104,11351,80,2,326,3
scrambling,bit,array,Done,95480,11935,11351,502,8,9309,50
scrambling,byte,array,Done,13104,13104,11351,76,2,329,3
scrambling,bit,array,Done,97960,12245,11351,296,8,9778,51
scrambling,byte,linked,Done,13108,13108,11401,44,2,225,14
scrambling,bit,hashed,Done,96408,12051,11401,292,50,52968,99
scrambling,byte,array,Done,13108,13108,11401,48,1,333,2
scrambling,bit,array,Done,96408,12051,11401,283,9,9463,51
scrambling,byte,array,Done,13108,13108,11401,68,2,331,3
scrambling,bit,array,Done,96408,12051,11401,278,8,9403,50
scrambling,byte,array,Done,13225,13225,11451,45,2,340,3
scrambling,bit,hashed,Done,96720,12090,11451,281,49,52994,99
scrambling,byte,hashed,Done,13216,13216,11451,35,3,1141,3
scrambling,bit,array,Done,97328,12166,11451,258,8,9548,49
scrambling,byte,linked,Done,13221,13221,11451,34,2,233,14
scrambling,bit,array,Done,97960,12245,11451,286,9,9632,51
scrambling,byte,hashed,Done,13225,13225,11501,76,4,1150,3
scrambling,bit,linked,Done,96712,12089,11501,279,11,8526,764
scrambling,byte,linked,Done,13200,13200,11501,34,2,242,15
scrambling,bit,hashed,Done,97960,12245,11501,288,49,54076,98
scrambling,byte,array,Done,13221,13221,11501,39,2,328,3
scrambling,bit,hashed,Done,96720,12090,11501,267,75,52188,97
scrambling,byte,hashed,Done,13216,13216,11551,35,4,1133,4
scrambling,bit,array,Done,97032,12129,11551,541,9,9504,51
scrambling,byte,array,Done,13224,13224,11551,34,2,335,2
scrambling,bit,array,Done,97032,12129,11551,295,8,9612,51
scrambling,byte,array,Done,13224,13224,11551,70,2,330,3
scrambling,bit,linked,Done,97032,12129,11551,296,11,8498,891
scrambling,byte,array,Done,13340,13340,11601,40,2,336,3
scrambling,bit,linked,Done,97960,12245,11601,284,12,8656,868
scrambling,byte,linked,Done,13338,13338,11601,35,1,235,14
scrambling,bit,hashed,Done,97656,12207,11601,266,49,53971,101
scrambling,byte,hashed,Done,13334,13334,11601,35,4,1170,4
scrambling,bit,hashed,Done,97656,12207,11601,284,51,53744,100
scrambling,byte,hashed,Done,13338,13338,11651,73,4,1168,3
scrambling,bit,array,Done,98280,12285,11651,536,8,10167,52
scrambling,byte,array,Done,13334,13334,11651,42,2,364,2
scrambling,bit,array,Done,98592,12324,11651,278,9,9752,52
scrambling,byte,array,Done,13334,13334,11651,35,1,344,3
scrambling,bit,array,Done,97968,12246,11651,314,9,9717,53
scrambling,byte,linked,Done,13455,13455,11701,49,2,239,15
scrambling,bit,array,Done,102080,12760,11701,318,8,10293,53
scrambling,byte,linked,Done,13455,13455,11701,60,2,243,14
scrambling,bit,hashed,Done,98280,12285,11701,274,50,54257,97
scrambling,byte,array,Done,13456,13456,11701,36,2,346,2
scrambling,bit,array,Done,99224,12403,11701,276,9,9804,52
scrambling,byte,array,Done,13420,13420,11751,42,2,333,3
scrambling,bit,hashed,Done,99224,12403,11751,556,62,58236,111
scrambling,byte,array,Done,13452,13452,11751,35,1,341,2
scrambling,bit,array,Done,99520,12440,11751,319,9,10179,53
scrambling,byte,array,Done,13447,13447,11751,76,2,353,2
scrambling,bit,hashed,Done,98904,12363,11751,285,84,56461,99
scrambling,byte,array,Done,13570,13570,11801,61,1,354,2
scrambling,bit,hashed,Done,101120,12640,11801,326,74,60078,109
scrambling,byte,hashed,Done,13570,13570,11801,41,4,1213,3
scrambling,bit,hashed,Done,101760,12720,11801,295,58,59683,107
scrambling,byte,array,Done,13572,13572,11801,58,2,342,3
scrambling,bit,linked,Done,100160,12520,11801,278,12,9368,812
scrambling,byte,array,Done,13560,13560,11851,61,2,411,3
scrambling,bit,array,Done,99856,12482,11851,311,8,9979,54
scrambling,byte,array,Done,13560,13560,11851,35,2,387,3
scrambling,bit,linked,Done,99856,12482,11851,276,38,9486,926
scrambling,byte,hashed,Done,13572,13572,11851,35,4,1158,4
scrambling,bit,hashed,Done,100480,12560,11851,291,56,58981,107
scrambling,byte,array,Done,13685,13685,11901,40,2,350,2
scrambling,bit,linked,Done,100488,12561,11901,300,11,9338,956
scrambling,byte,array,Done,13688,13688,11901,36,2,362,2
scrambling,bit,hashed,Done,100800,12600,11901,301,56,59433,108
scrambling,byte,array,Done,13685,13685,11901,43,2,377,3
scrambling,bit,array,Done,100488,12561,11901,591,8,10194,54
scrambling,byte,linked,Done,13689,13689,11951,54,1,248,14
scrambling,bit,hashed,Done,100488,12561,11951,310,56,57524,114
scrambling,byte,array,Done,13688,13688,11951,43,2,356,2
scrambling,bit,array,Done,100488,12561,11951,303,10,10016,56
scrambling,byte,array,Done,13680,13680,11951,35,2,350,3
scrambling,bit,linked,Done,100488,12561,11951,313,12,9079,788
scrambling,byte,linked,Done,13786,13786,12001,37,2,247,15
scrambling,bit,hashed,Done,101760,12720,12001,306,57,59756,111
scrambling,byte,linked,Done,13804,13804,12001,56,2,252,14
scrambling,bit,hashed,Done,101760,12720,12001,287,86,57529,107
scrambling,byte,hashed,Done,13806,13806,12001,53,4,1215,4
scrambling,bit,linked,Done,101440,12680,12001,293,12,9265,808
scrambling,byte,hashed,Done,13804,13804,12051,43,9,1195,4
scrambling,bit,array,Done,102080,12760,12051,307,26,10420,55
scrambling,byte,linked,Done,13800,13800,12051,53,2,248,15
scrambling,bit,array,Done,101760,12720,12051,309,9,10445,53
scrambling,byte,hashed,Done,13804,13804,12051,36,4,1243,3
scrambling,bit,linked,Done,101120,12640,12051,304,13,9623,817
scrambling,byte,array,Done,13923,13923,12101,50,2,356,3
scrambling,bit,linked,Done,101752,12719,12101,315,12,9540,861
scrambling,byte,array,Done,13920,13920,12101,40,1,369,2
scrambling,bit,hashed,Done,101760,12720,12101,299,57,60708,113
scrambling,byte,hashed,Done,13915,13915,12101,78,3,1241,4
scrambling,bit,array,Done,101760,12720,12101,299,9,10309,55
scrambling,byte,array,Done,13923,13923,12151,46,1,360,3
scrambling,bit,linked,Done,102384,12798,12151,302,13,9552,1093
scrambling,byte,hashed,Done,13924,13924,12151,47,3,1290,4
scrambling,bit,array,Done,102080,12760,12151,283,9,10472,56
scrambling,byte,linked,Done,13923,13923,12151,37,2,259,14
scrambling,bit,hashed,Done,102080,12760,12151,298,56,60409,112
scrambling,byte,array,Done,13915,13915,12201,45,2,398,3
scrambling,bit,hashed,Done,104320,13040,12201,588,59,61186,113
scrambling,byte,array,Done,13923,13923,12201,36,2,366,3
scrambling,bit,array,Done,103016,12877,12201,303,9,10830,57
scrambling,byte,array,Done,13920,13920,12201,38,23,356,3
scrambling,bit,linked,Done,102720,12840,12201,304,11,9561,867
scrambling,byte,hashed,Done,14042,14042,12251,66,4,1273,4
scrambling,bit,array,Done,103040,12880,12251,300,8,10599,56
scrambling,byte,hashed,Done,14040,14040,12251,37,4,1284,4
scrambling,bit,hashed,Done,103360,12920,12251,327,57,61007,110
scrambling,byte,hashed,Done,14036,14036,12251,37,4,1254,4
scrambling,bit,array,Done,103032,12879,12251,560,9,10528,56
scrambling,byte,linked,Done,14042,14042,12301,42,2,254,15
scrambling,bit,array,Done,104328,13041,12301,300,9,10697,59
scrambling,byte,array,Done,14042,14042,12301,36,2,361,3
scrambling,bit,array,Done,103360,12920,12301,293,9,10676,60
scrambling,byte,array,Done,14036,14036,12301,76,2,363,3
scrambling,bit,hashed,Done,103360,12920,12301,289,56,61468,117
scrambling,byte,array,Done,14161,14161,12351,80,2,366,3
scrambling,bit,array,Done,104320,13040,12351,300,9,11336,60
scrambling,byte,linked,Done,14157,14157,12351,57,2,255,15
scrambling,bit,linked,Done,103680,12960,12351,289,13,9911,948
scrambling,byte,array,Done,14157,14157,12351,38,1,412,3
scrambling,bit,linked,Done,106928,13366,12351,307,14,10791,977
scrambling,byte,linked,Done,14160,14160,12401,50,2,274,16
scrambling,bit,array,Done,104328,13041,12401,300,9,10850,62
scrambling,byte,hashed,Done,14152,14152,12401,37,4,1273,4
scrambling,bit,array,Done,105944,13243,12401,314,11,11494,60
scrambling,byte,array,Done,14160,14160,12401,69,2,377,3
scrambling,bit,hashed,Done,104000,13000,12401,330,60,63077,120
scrambling,byte,array,Done,14268,14268,12451,38,2,375,3
scrambling,bit,array,Done,105944,13243,12451,304,9,11572,61
scrambling,byte,array,Done,14278,14278,12451,37,2,389,3
scrambling,bit,linked,Done,104976,13122,12451,596,13,10683,1034
scrambling,byte,hashed,Done,14274,14274,12451,37,4,1270,4
scrambling,bit,array,Done,107256,13407,12451,302,9,11720,61
scrambling,byte,array,Done,14280,14280,12501,59,2,378,3
scrambling,bit,linked,Done,104960,13120,12501,311,13,9865,1025
scrambling,byte,array,Done,14278,14278,12501,52,2,405,3
scrambling,bit,array,Done,106272,13284,12501,311,9,11585,62
scrambling,byte,array,Done,14278,14278,12501,68,1,377,46
scrambling,bit,hashed,Done,105944,13243,12501,325,63,64669,124
scrambling,byte,array,Done,14399,14399,12551,52,2,375,3
scrambling,bit,hashed,Done,105288,13161,12551,304,60,63760,123
scrambling,byte,array,Done,14391,14391,12551,37,2,390,3
scrambling,bit,linked,Done,105624,13203,12551,333,13,10046,1088
scrambling,byte,linked,Done,14391,14391,12551,41,1,274,17
scrambling,bit,linked,Done,105616,13202,12551,301,13,10379,1052
scrambling,byte,array,Done,14399,14399,12601,45,2,373,3
scrambling,bit,hashed,Done,106928,13366,12601,317,72,67956,126
scrambling,byte,array,Done,14399,14399,12601,38,2,390,3
scrambling,bit,array,Done,107912,13489,12601,300,9,12067,63
scrambling,byte,hashed,Done,14396,14396,12601,80,3,1333,4
scrambling,bit,hashed,Done,106600,13325,12601,322,60,65154,124
scrambling,byte,array,Done,14391,14391,12651,45,2,377,4
scrambling,bit,array,Done,106272,13284,12651,304,9,11596,63
scrambling,byte,array,Done,14396,14396,12651,78,2,398,3
scrambling,bit,array,Done,107256,13407,12651,316,9,11703,64
scrambling,byte,array,Done,14391,14391,12651,45,2,429,3
scrambling,bit,array,Done,106272,13284,12651,303,9,11624,73
scrambling,byte,array,Done,14520,14520,12701,77,1,385,2
scrambling,bit,array,Done,107256,13407,12701,322,9,11885,63
scrambling,byte,hashed,Done,14518,14518,12701,50,4,1355,3
scrambling,bit,array,Done,106920,13365,12701,311,9,11749,63
scrambling,byte,array,Done,14520,14520,12701,78,1,391,2
scrambling,bit,hashed,Done,106928,13366,12701,320,93,65028,122
scrambling,byte,linked,Done,14514,14514,12751,41,2,269,17
scrambling,bit,hashed,Done,106928,13366,12751,340,60,64205,123
scrambling,byte,array,Done,14520,14520,12751,52,1,398,3
scrambling,bit,array,Done,108240,13530,12751,338,10,11819,62
scrambling,byte,linked,Done,14514,14514,12751,38,2,274,17
scrambling,bit,array,Done,108568,13571,12751,316,10,11923,64
scrambling,byte,array,Done,14640,14640,12801,44,2,393,3
scrambling,bit,linked,Done,109200,13650,12801,315,13,10675,1046
scrambling,byte,hashed,Done,14640,14640,12801,42,4,1378,3
scrambling,bit,array,Done,108232,13529,12801,600,9,11889,64
scrambling,byte,array,Done,14637,14637,12801,38,2,413,3
scrambling,bit,array,Done,107912,13489,12801,312,10,11968,64
scrambling,byte,linked,Done,14632,14632,12851,40,2,294,17
scrambling,bit,hashed,Done,107912,13489,12851,305,83,67334,125
scrambling,byte,array,Done,14640,14640,12851,39,1,402,3
scrambling,bit,linked,Done,108240,13530,12851,324,14,11129,1133
scrambling,byte,array,Done,14641,14641,12851,49,2,391,4
scrambling,bit,array,Done,108240,13530,12851,309,9,12207,64
scrambling,byte,linked,Done,14760,14760,12901,38,2,279,17
scrambling,bit,linked,Done,108568,13571,12901,550,13,10717,1118
scrambling,byte,linked,Done,14742,14742,12901,39,2,277,18
scrambling,bit,linked,Done,108896,13612,12901,323,13,11370,1074
scrambling,byte,hashed,Done,14756,14756,12901,59,4,1344,4
scrambling,bit,linked,Done,110880,13860,12901,307,13,11234,1230
scrambling,byte,hashed,Done,14760,14760,12951,42,4,1383,4
scrambling,bit,hashed,Done,110224,13778,12951,316,92,68998,129
scrambling,byte,hashed,Done,14762,14762,12951,49,4,1382,4
scrambling,bit,array,Done,109880,13735,12951,318,9,12372,66
scrambling,byte,array,Done,14762,14762,12951,50,2,407,3
scrambling,bit,array,Done,109560,13695,12951,559,9,12322,64
scrambling,byte,linked,Done,14883,14883,13001,43,2,288,17
scrambling,bit,linked,Done,110888,13861,13001,342,14,11261,1121
scrambling,byte,array,Done,14884,14884,13001,39,2,419,3
scrambling,bit,array,Done,109224,13653,13001,304,10,12151,69
scrambling,byte,array,Done,14875,14875,13001,55,2,393,3
scrambling,bit,array,Done,110224,13778,13001,309,9,12551,64
scrambling,byte,array,Done,14875,14875,13051,42,2,402,3
scrambling,bit,linked,Done,109552,13694,13051,316,14,10847,1114
scrambling,byte,array,Done,14880,14880,13051,39,2,420,3
scrambling,bit,array,Done,112224,14028,13051,310,10,12916,75
scrambling,byte,array,Done,14875,14875,13051,80,1,394,3
scrambling,bit,array,Done,109552,13694,13051,607,10,12287,64
scrambling,byte,hashed,Done,14883,14883,13101,40,4,1406,4
scrambling,bit,hashed,Done,111888,13986,13101,335,68,70322,130
scrambling,byte,array,Done,14868,14868,13101,42,2,410,3
scrambling,bit,hashed,Done,110888,13861,13101,316,87,71838,132
scrambling,byte,array,Done,14880,14880,13101,39,2,412,3
scrambling,bit,array,Done,110880,13860,13101,315,9,11911,70
scrambling,byte,array,Done,15006,15006,13151,44,2,399,3
scrambling,bit,array,Done,111888,13986,13151,328,10,12830,66
scrambling,byte,array,Done,15006,15006,13151,98,2,394,3
scrambling,bit,array,Done,112224,14028,13151,319,9,12699,66
scrambling,byte,linked,Done,15000,15000,13151,47,2,291,17
scrambling,bit,array,Done,110888,13861,13151,322,10,12432,66
scrambling,byte,linked,Done,15000,15000,13201,57,1,293,18
scrambling,bit,array,Done,111888,13986,13201,347,10,12714,67
scrambling,byte,hashed,Done,15004,15004,13201,71,4,1465,4
scrambling,bit,array,Done,110864,13858,13201,353,9,12399,66
scrambling,byte,array,Done,15000,15000,13201,66,2,411,3
scrambling,bit,linked,Done,111552,13944,13201,310,14,11282,1221
scrambling,byte,array,Done,15128,15128,13251,50,1,424,3
scrambling,bit,array,Done,111552,13944,13251,572,9,12497,67
scrambling,byte,array,Done,15125,15125,13251,70,2,409,3
scrambling,bit,array,Done,111216,13902,13251,324,10,12606,66
scrambling,byte,hashed,Done,15128,15128,13251,61,4,1440,4
scrambling,bit,hashed,Done,112560,14070,13251,316,87,68657,129
scrambling,byte,hashed,Done,15120,15120,13301,44,4,1444,4
scrambling,bit,hashed,Done,112224,14028,13301,358,79,75270,128
scrambling,byte,array,Done,15125,15125,13301,62,2,407,3
scrambling,bit,array,Done,112880,14110,13301,333,9,12866,68
scrambling,byte,array,Done,15125,15125,13301,42,2,409,3
scrambling,bit,array,Done,112216,14027,13301,361,10,12906,71
scrambling,byte,linked,Done,15222,15222,13351,48,2,324,18
scrambling,bit,linked,Done,112880,14110,13351,324,15,11506,1127
scrambling,byte,array,Done,15250,15250,13351,51,1,419,3
scrambling,bit,array,Done,112216,14027,13351,322,40,12333,67
scrambling,byte,hashed,Done,15250,15250,13351,48,4,1482,4
scrambling,bit,array,Done,114912,14364,13351,325,9,13248,67
scrambling,byte,hashed,Done,15250,15250,13401,84,3,1449,4
scrambling,bit,linked,Done,112224,14028,13401,321,36,11551,1284
scrambling,byte,hashed,Done,15252,15252,13401,40,4,1435,4
scrambling,bit,hashed,Done,112224,14028,13401,323,67,72832,136
scrambling,byte,array,Done,15240,15240,13401,44,2,408,3
scrambling,bit,array,Done,114240,14280,13401,326,9,12720,68
scrambling,byte,array,Done,15240,15240,13451,77,2,418,3
scrambling,bit,array,Done,113560,14195,13451,378,10,12896,68
scrambling,byte,hashed,Done,15252,15252,13451,53,4,1446,4
scrambling,bit,linked,Done,113568,14196,13451,322,37,12203,1288
scrambling,byte,hashed,Done,15250,15250,13451,73,4,1456,5
scrambling,bit,array,Done,113560,14195,13451,580,9,13145,73
scrambling,byte,array,Done,15360,15360,13501,51,2,426,3
scrambling,bit,linked,Done,113232,14154,13501,382,14,11833,1439
scrambling,byte,array,Done,15375,15375,13501,54,2,418,3
scrambling,bit,hashed,Done,113560,14195,13501,316,66,75360,131
scrambling,byte,linked,Done,15367,15367,13501,41,2,304,18
scrambling,bit,hashed,Done,113232,14154,13501,323,67,73744,137
scrambling,byte,array,Done,15376,15376,13551,61,2,428,3
scrambling,bit,linked,Done,113568,14196,13551,593,14,11716,1338
scrambling,byte,hashed,Done,15360,15360,13551,40,4,1469,5
scrambling,bit,linked,Done,113568,14196,13551,326,15,12028,1026
scrambling,byte,hashed,Done,15367,15367,13551,54,4,1414,4
scrambling,bit,linked,Done,113568,14196,13551,324,14,11715,1230
scrambling,byte,array,Done,15500,15500,13601,42,2,444,3
scrambling,bit,linked,Done,115240,14405,13601,339,33,11855,1346
scrambling,byte,array,Done,15500,15500,13601,81,2,451,3
scrambling,bit,linked,Done,114240,14280,13601,326,15,11941,1323
scrambling,byte,linked,Done,15500,15500,13601,43,2,299,19
scrambling,bit,linked,Done,115248,14406,13601,620,39,12272,1351
scrambling,byte,array,Done,15480,15480,13651,86,2,432,3
scrambling,bit,array,Done,114912,14364,13651,360,9,13215,71
scrambling,byte,hashed,Done,15488,15488,13651,41,4,1526,4
scrambling,bit,array,Done,116280,14535,13651,360,10,13536,70
scrambling,byte,linked,Done,15494,15494,13651,54,2,298,19
scrambling,bit,array,Done,114920,14365,13651,323,10,13253,69
scrambling,byte,array,Done,15624,15624,13701,71,1,447,3
scrambling,bit,array,Done,117304,14663,13701,347,10,13810,71
scrambling,byte,linked,Done,15624,15624,13701,64,2,304,19
scrambling,bit,hashed,Done,116616,14577,13701,355,70,77662,133
scrambling,byte,hashed,Done,15616,15616,13701,41,4,1477,4
scrambling,bit,linked,Done,114912,14364,13701,347,15,12400,1226
scrambling,byte,array,Done,15624,15624,13751,42,2,427,3
scrambling,bit,array,Done,116960,14620,13751,353,10,13797,71
scrambling,byte,hashed,Done,15621,15621,13751,41,4,1528,5
scrambling,bit,array,Done,115248,14406,13751,338,10,13599,71
scrambling,byte,array,Done,15616,15616,13751,64,2,485,4
scrambling,bit,hashed,Done,115248,14406,13751,574,92,74471,129
scrambling,byte,hashed,Done,15616,15616,13801,57,4,1527,4
scrambling,bit,hashed,Done,115600,14450,13801,346,84,78785,142
scrambling,byte,linked,Done,15624,15624,13801,47,2,310,20
scrambling,bit,array,Done,115600,14450,13801,336,10,13456,72
scrambling,byte,array,Done,15625,15625,13801,41,2,468,3
scrambling,bit,linked,Done,116272,14534,13801,331,15,12202,1396
scrambling,byte,hashed,Done,15744,15744,13851,80,4,1520,5
scrambling,bit,hashed,Done,117304,14663,13851,648,72,79141,141
scrambling,byte,linked,Done,15750,15750,13851,50,2,309,20
scrambling,bit,linked,Done,116280,14535,13851,326,15,12572,1300
scrambling,byte,linked,Done,15748,15748,13851,83,2,310,20
scrambling,bit,array,Done,116280,14535,13851,347,10,13686,72
scrambling,byte,array,Done,15744,15744,13901,48,2,452,3
scrambling,bit,array,Done,116280,14535,13901,335,10,13543,71
scrambling,byte,array,Done,15748,15748,13901,72,2,432,4
scrambling,bit,hashed,Done,116280,14535,13901,564,70,77390,141
scrambling,byte,array,Done,15748,15748,13901,50,2,446,3
scrambling,bit,linked,Done,116960,14620,13901,344,16,12299,1388
scrambling,byte,hashed,Done,15872,15872,13951,55,4,1665,5
scrambling,bit,array,Done,117992,14749,13951,347,10,14007,75
scrambling,byte,array,Done,15872,15872,13951,49,2,476,3
scrambling,bit,linked,Done,116960,14620,13951,330,16,12333,1472
scrambling,byte,linked,Done,15876,15876,13951,46,2,326,21
scrambling,bit,array,Done,116960,14620,13951,371,9,13172,74
scrambling,byte,array,Done,15872,15872,14001,55,2,439,3
scrambling,bit,hashed,Done,117304,14663,14001,343,81,81736,145
scrambling,byte,array,Done,15872,15872,14001,60,2,453,3
scrambling,bit,hashed,Done,117304,14663,14001,333,71,78781,138
scrambling,byte,array,Done,15872,15872,14001,56,2,444,3
scrambling,bit,linked,Done,117992,14749,14001,324,15,12539,1330
scrambling,byte,array,Done,15996,15996,14051,48,2,474,3
scrambling,bit,hashed,Done,119024,14878,14051,656,74,80571,147
